DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1980-06-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,18.3,
1980-06-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,22.2,8.3
1980-06-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,29.4,15.0
1980-06-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-06-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.7,11.1
1980-06-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,23.3,15.0
1980-06-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,23.9,8.9
1980-06-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,25.0,
1980-06-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,24.4,18.3
1980-06-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.2,18.3
1980-06-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,32.8,20.0
1980-06-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,25.0,16.1
1980-06-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.3,15.6
1980-06-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,23.9,15.0
1980-06-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,14.4
1980-06-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,26.7,13.9
1980-07-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,26.1,16.7
1980-07-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,31.7,20.0
1980-07-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,30.0,16.1
1980-07-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.2,17.2
1980-07-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.2,15.0
1980-07-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.8,15.0
1980-07-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.2,22.2
1980-07-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,30.0,15.6
1980-07-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.8,20.0
1980-07-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,28.9,16.1
1980-07-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,28.3,22.8
1980-07-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,32.2,11.7
1980-07-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.9,23.3
1980-07-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.3,
1980-07-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.3,
1980-07-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,37.2,
1980-07-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,37.2,
1980-07-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,21.1
1980-07-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,21.1
1980-07-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-07-31,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.9,24.4
1980-08-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.9,23.9
1980-08-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.9,26.1
1980-08-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,35.0,26.1
1980-08-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,20.6
1980-08-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,33.9,
1980-08-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,29.4,21.1
1980-08-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,31.1,20.6
1980-08-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,31.1,22.8
1980-08-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,26.1,13.9
1980-08-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,22.8,20.0
1980-08-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,15.0
1980-08-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,14.4
1980-08-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,30.6,
1980-08-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-08-31,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,32.2,22.2
1980-09-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,30.0,20.6
1980-09-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.8,15.6
1980-09-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,28.9,
1980-09-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,30.6,22.2
1980-09-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,27.8,20.0
1980-09-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,15.6
1980-09-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,16.7
1980-09-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,16.1
1980-09-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,15.6
1980-09-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,32.2,21.7
1980-09-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,29.4,17.2
1980-09-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,18.3,13.9
1980-09-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,22.2,
1980-09-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.7,
1980-09-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-09-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.7,11.7
1980-09-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.1,12.2
1980-09-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,20.0,12.8
1980-10-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.7,16.7
1980-10-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,21.1,15.0
1980-10-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,20.0,13.9
1980-10-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,16.7,11.7
1980-10-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,16.7,12.2
1980-10-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,16.1,10.6
1980-10-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,16.1,8.9
1980-10-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.6,10.6
1980-10-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-10-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,20.0,7.8
1980-10-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,19.4,7.2
1980-10-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,17.2,6.7
1980-10-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.0,6.1
1980-10-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.8,4.4
1980-10-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,13.3,3.9
1980-10-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,20.6,7.8
1980-10-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-10-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-10-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,22.8,10.0
1980-10-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,18.3,8.9
1980-10-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,17.2,5.6
1980-10-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,17.8,8.9
1980-10-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-10-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-10-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,17.2,11.1
1980-10-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.0,9.4
1980-10-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.7,2.2
1980-10-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.2,2.2
1980-10-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.7,2.8
1980-10-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,9.4,3.9
1980-10-31,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,2.8
1980-11-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.8,4.4
1980-11-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,13.3,7.2
1980-11-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.1,7.8
1980-11-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,3.3
1980-11-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.6,6.1
1980-11-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.6,5.0
1980-11-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.6,5.0
1980-11-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,1.1
1980-11-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,2.2
1980-11-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.1,0.0
1980-11-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,14.4,3.3
1980-11-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.0,-1.7
1980-11-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,14.4,-2.2
1980-11-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,13.3,0.6
1980-11-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,0.6
1980-11-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,-1.7
1980-11-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,
1980-11-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.7,3.3
1980-11-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,6.1
1980-11-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,5.6
1980-11-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,1.1
1980-11-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,9.4,1.7
1980-11-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,1.7
1980-11-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,3.9
1980-11-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,,-0.6
1980-12-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,2.8
1980-12-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,14.4,6.1
1980-12-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,9.4,
1980-12-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,
1980-12-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,
1980-12-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,13.9,
1980-12-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,13.9,5.0
1980-12-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.2,2.8
1980-12-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,-3.3
1980-12-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.8,-2.2
1980-12-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,-13.3
1980-12-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,-12.8
1980-12-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,-7.2
1980-12-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-4.4
1980-12-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-6.1
1980-12-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-5.6
1980-12-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.9,-11.1
1980-12-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-10.0
1980-12-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,-7.8
1980-12-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-9.4
1980-12-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-3.9
1980-12-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,
1980-12-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,2.2,
1980-12-29,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.1,1.7
1980-12-30,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,2.2
1981-01-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-11.7
1981-01-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-10.6
1981-01-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,2.2,
1981-01-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,0.6,
1981-01-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,-7.2
1981-01-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-3.3,-11.1
1981-01-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-3.9,-7.8
1981-01-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-5.0,-17.2
1981-01-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-10.0,-16.7
1981-01-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-6.1,
1981-01-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-1.1,-10.0
1981-01-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-3.3,-11.1
1981-01-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-2.8,
1981-01-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-3.3,-12.2
1981-01-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-1.1,-11.1
1981-01-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,-8.3
1981-01-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,4.4,-3.3
1981-01-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-3.9
1981-01-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.9,-2.2
1981-01-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-6.7
1981-01-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-0.6
1981-01-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.9,-0.6
1981-01-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,-2.2
1981-01-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,
1981-02-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,0.0,-6.1
1981-02-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,
1981-02-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.6,-7.8
1981-02-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-5.0,-15.0
1981-02-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-7.2,-13.3
1981-02-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,-10.6
1981-02-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-0.6,-6.1
1981-02-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.2,
1981-02-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,-13.3
1981-02-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,-6.7
1981-02-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,
1981-02-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,-5.6
1981-02-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,-7.2
1981-02-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,4.4,-4.4
1981-02-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,4.4,-1.7
1981-02-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,-2.8
1981-02-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.8,4.4
1981-02-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,15.6,7.2
1981-02-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,11.7,3.3
1981-02-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,5.6
1981-02-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.8,5.0
1981-02-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.6,-0.6
1981-02-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,2.8,-1.1
1981-02-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,9.4,
1981-02-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,3.9
1981-02-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.6,3.3
1981-02-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.0,3.9
1981-02-28,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,5.6,-1.1
1981-03-01,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,3.9
1981-03-02,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,4.4,-1.1
1981-03-03,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-1.1
1981-03-04,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-1.1,-6.7
1981-03-05,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.1,-1.1
1981-03-06,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-0.6,-5.0
1981-03-07,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,1.7,-0.6
1981-03-08,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,0.6
1981-03-09,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,-1.1
1981-03-10,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,2.8
1981-03-11,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,0.6
1981-03-12,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,2.2,-1.1
1981-03-13,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,12.8,2.2
1981-03-14,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,-1.1
1981-03-15,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,-3.3
1981-03-16,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,-0.6
1981-03-17,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,4.4,-3.3
1981-03-18,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,-2.2,-7.2
1981-03-19,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,-2.8
1981-03-20,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,3.3,-5.0
1981-03-21,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,6.7,-2.2
1981-03-22,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.2,3.3
1981-03-23,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.9,3.9
1981-03-24,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.6,-1.7
1981-03-25,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,7.8,2.8
1981-03-26,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,10.0,1.1
1981-03-27,USC00287865,"SANDY HOOK, NJ US",40.4633,-74.0055,3.0,8.3,2.8
